"from_geneSymbol","to_geneSymbol","combined_score"
"CACNA1A","CACNA1C",894
"CACNA1A","CACNA1D",796
"CACNA1A","CACNB4",987
"CACNA1A","CACNB2",912
"CACNA1A","CACNA2D2",956
"CACNA1A","CACNB3",902
"CACNA1A","CACNB1",909
"CACNA1A","RHOA",906
"CACNA1A","KCNA1",808
"CACNA1A","CACNA1B",896
"CACNA1A","PRKCA",819
"F8","VWF",999
"F8","F2",992
"F8","LMAN1",970
"F8","CALR",685
"F8","F10",992
"F8","F7",858
"MAP2","ALB",667
"MAP2","CDK5",715
"MAP2","TUBB3",792
"MAP2","CACNA1C",694
"MAP2","PRKAR2A",863
"MAP2","GRIN1",695
"MAP2","S100B",806
"MAP2","APOE",719
"DPP4","IAPP",681
"DPP4","ACE",761
"DPP4","CD4",786
"DPP4","ACE2",980
"DPP4","CXCL10",842
"DPP4","SRC",667
"DPP4","LGALS3",820
"DPP4","ANPEP",783
"DPP4","MME",932
"DPP4","ALB",965
"DPP4","TP53",928
"DPP4","CCL11",769
"DPP4","MGAM",879
"DPP4","ADA",997
"RRM2","AK1",904
"RRM2","DHFR",766
"RRM2","DTYMK",956
"RRM2","TYMS",973
"RRM2","POLA1",772
"RRM2","NME1",926
"RRM2","PKLR",908
"RRM2","TK1",908
"RRM2","RAD51",846
"RRM2","TP53",788
"RRM2","SLC29A1",672
"RRM2","TOP2A",978
"RRM2","CANT1",685
"RRM2","BIRC5",947
"RRM2","RRM1",999
"RRM2","GLRX",916
"RRM2","AURKB",950
"RRM2","CHEK2",811
"RRM2","KIF11",974
"RRM2","CHEK1",934
"TLR9","CD4",806
"TLR9","CXCL10",696
"TLR9","TNFSF13B",715
"TLR9","IFNB1",838
"TLR9","FCGR2A",795
"TLR9","TLR4",884
"TLR9","IFNG",704
"TLR9","CD40LG",691
"TLR9","CD40",854
"TLR9","CD19",720
"TLR9","BTK",756
"TLR9","IFNAR1",691
"TLR9","CSF2",704
"TLR9","CD86",776
"TLR9","HMGB1",980
"TLR9","SYK",813
"TLR9","HSP90B1",730
"ENPP1","HPRT1",909
"ENPP1","NPR2",672
"ENPP1","NT5E",910
"ENPP1","PPCDC",902
"ENPP1","PDE9A",664
"ENPP1","CANT1",914
"ENPP1","GUCY2C",667
"ENPP1","PDE10A",668
"ENPP1","NMNAT1",803
"ENPP1","GCH1",804
"ENPP1","NME1",665
"ENPP1","PDE4B",839
"ENPP1","GMPS",901
"ENPP1","ADCY1",689
"ENPP1","GMPR",907
"ENPP1","NMNAT3",803
"ENPP1","PKLR",903
"ENPP1","PDE4D",717
"CTRB1","MMP3",900
"CTRB1","MMP9",902
"CYB5R3","POR",768
"CYB5R3","CYP51A1",734
"CYB5R3","CYB5A",996
"CYB5R3","HBA1",873
"COMT","ALDH2",944
"COMT","MTHFR",893
"COMT","ADH5",682
"COMT","DRD1",710
"COMT","ADH4",923
"COMT","HTR2A",769
"COMT","DRD3",800
"COMT","DBH",971
"COMT","DRD5",681
"COMT","MAOA",989
"COMT","ADH1C",760
"COMT","SLC6A4",873
"COMT","SLC18A2",691
"COMT","ALDH3B2",927
"COMT","ADH1B",944
"COMT","ADH7",753
"COMT","ALDH3A1",939
"COMT","PNMT",963
"COMT","DDC",980
"COMT","HTR1A",661
"TOP1","PPP1CC",732
"TOP1","TP53",991
"TOP1","TOP2A",993
"TOP1","RAD51",912
"TOP1","CASP3",964
"TOP1","CHEK1",854
"TOP1","CHEK2",729
"CD3E","CD3D",999
"CD3E","LCK",993
"CD3E","IL2RG",958
"CD3E","PIK3R1",680
"CD3E","IL2RA",957
"CD3E","IFNG",699
"CD3E","CD1A",742
"CD3E","CD86",961
"CD3E","PTPN11",918
"CD3E","SYK",997
"CD3E","FCGR2A",692
"CD3E","CD19",803
"CD3E","CD44",674
"CD3E","ITK",991
"CD3E","CD4",984
"CD3E","CD52",883
"GPX6","SOD1",959
"GPX6","GSTA4",818
"GPX6","GSTO1",732
"GPX6","MGST2",684
"GPX6","GSTA5",758
"GPX6","TXNRD1",824
"GPX6","GSTM2",872
"GPX6","GSTM1",824
"GPX6","GSTA2",741
"GPX6","GSTM4",767
"GPX6","CAT",913
"GPX6","GSTA1",732
"PTGS1","TBXAS1",966
"PTGS1","CYP4A11",907
"PTGS1","PTGER4",705
"PTGS1","MPO",933
"PTGS1","PTGER1",663
"PTGS1","PTGES3",995
"PTGS1","PLA2G6",835
"PTGS1","CYP2C9",936
"ME1","MDH1",977
"ME1","HSD17B4",909
"ME1","PDHB",929
"ME1","PC",967
"ME1","CPT1A",922
"ME1","ME3",810
"ME1","RXRA",904
"ME1","LDHC",811
"ME1","LDHAL6B",831
"ME1","AK1",685
"ME1","G6PD",819
"ME1","ME2",808
"ME1","DCXR",670
"ME1","APOA1",900
"ME1","PDHA2",922
"ME1","PKLR",965
"GSTO1","MGST2",812
"GSTO1","ADH1C",665
"GSTO1","ALDH3A1",720
"GSTO1","ADH7",671
"GSTO1","ADH1B",662
"GSTO1","GSTA4",905
"GSTO1","PCCA",670
"GSTO1","CYP3A4",700
"GSTO1","ADH5",710
"GSTO1","GSTA1",879
"GSTO1","CYP2A6",688
"GSTO1","GSTM1",896
"GSTO1","GSTA2",852
"GSTO1","GPX6",732
"GSTO1","GSTM4",806
"GSTO1","GLRX",680
"GSTO1","CYP2C9",679
"GSTO1","GPX2",809
"GSTO1","GSTM2",878
"GSTO1","GPX3",816
"GSTO1","GPX1",815
"GSTO1","GSTA5",803
"ADORA3","P2RY12",683
"ADORA3","SLC29A1",687
"ADORA3","P2RY2",686
"ADORA3","ADA",909
"ADORA3","NT5E",787
"SLC16A4","HIF1A",730
"KCNC4","KCNQ3",687
"KCNC4","KCNH2",800
"KCNC4","KCNH7",666
"GSTM4","CYP2C9",672
"GSTM4","GPX6",767
"GSTM4","ADH4",705
"GSTM4","GSTA2",724
"GSTM4","GSTM1",733
"GSTM4","CYP2A6",670
"GSTM4","GSTA1",716
"GSTM4","ADH5",728
"GSTM4","CAT",719
"GSTM4","GSTA5",714
"GSTM4","GPX3",795
"GSTM4","GPX1",857
"GSTM4","GSTM2",967
"GSTM4","GPX2",784
"GSTM4","ALDH3B2",758
"GSTM4","GSTO1",806
"GSTM4","ADH1C",733
"GSTM4","MGST2",759
"GSTM4","CYP3A4",739
"GSTM4","GSTA4",855
"GSTM4","ADH7",728
"GSTM4","ADH1B",733
"GSTM4","ALDH3A1",723
"CYP17A1","SCARB1",661
"CYP17A1","CYP3A4",937
"CYP17A1","AR",819
"CYP17A1","POR",990
"CYP17A1","LHCGR",836
"CYP17A1","HSD17B3",985
"CYP17A1","NR5A1",797
"CYP17A1","HSD11B2",669
"CYP17A1","PPIG",683
"CYP17A1","CYB5A",991
"CYP17A1","CYP11B1",954
"HTR1B","EDN1",705
"HTR1B","MAOA",708
"HTR1B","SLC6A4",895
"NFKB2","TNFSF13B",705
"NFKB2","S100B",916
"NFKB2","CD40",689
"NFKB2","HDAC1",749
"NFKB2","HMGB1",908
"DPYD","TPMT",740
"DPYD","TYMS",891
"DPYD","HSD17B4",812
"DPYD","HPD",772
"DPYD","MTHFR",730
"DPYD","CYP2A6",946
"GCLM","GLS",845
"GCLM","CTH",867
"GCLM","GOT1",838
"GCLM","ANPEP",908
"GCLM","GLUL",841
"GCLM","GLS2",849
"GCLM","BCAT2",932
"GCLM","CAT",678
"GCLM","GAD2",812
"GCLM","ALDH4A1",831
"GCLM","GPX1",685
"GCLM","GPX2",668
"GCLM","CCBL1",809
"GCLM","NQO1",895
"GCLM","TXNRD1",817
"GCLM","CDO1",804
"NSDHL","SQLE",995
"NSDHL","HMGCR",820
"NSDHL","HSD17B7",997
"NSDHL","CYP51A1",997
"NSDHL","ACAT1",663
"GABRA3","GABRA2",912
"GABRA3","GABRB1",719
"GABRA3","GABBR2",785
"GABRA3","GABRA5",937
"CPN1","CPN2",986
"CPN1","ACE",662
"ABCC2","CYP3A4",744
"ABCC2","SLC2A2",667
"ABCC2","NR1H4",807
"ABCC2","NR1I2",725
"ABCC2","ABCG2",903
"ABCC2","SLCO2B1",722
"GOT1","IDH3A",848
"GOT1","MDH1",989
"GOT1","PC",929
"GOT1","HPD",924
"GOT1","GLUL",723
"GOT1","ESD",841
"GOT1","ADSSL1",926
"GOT1","ANPEP",825
"GOT1","ALDH6A1",800
"GOT1","F2",663
"GOT1","LDHC",934
"GOT1","CCBL1",936
"GOT1","LDHAL6B",950
"GOT1","CDO1",918
"GOT1","GAD2",816
"GOT1","ALDH4A1",955
"GOT1","NAGS",916
"GOT1","GPT2",982
"GOT1","PCK1",837
"GOT1","AADAT",662
"GOT1","GCLM",838
"GOT1","ASRGL1",902
"GOT1","SDHB",716
"GOT1","TPO",912
"GOT1","ALPPL2",699
"GOT1","ASS1",941
"GOT1","FTCD",805
"GOT1","DDC",927
"GOT1","ALB",742
"GOT1","CTH",957
"GOT1","CSAD",848
"CD40LG","PIK3CB",915
"CD40LG","CD86",893
"CD40LG","IL13",699
"CD40LG","TNFSF13B",921
"CD40LG","ITGA2B",780
"CD40LG","BTK",670
"CD40LG","CD19",768
"CD40LG","SFTPD",725
"CD40LG","TLR9",691
"CD40LG","CD4",906
"CD40LG","AKT1",947
"CD40LG","CSF2",748
"CD40LG","CRP",661
"CD40LG","CD40",999
"CD40LG","PIK3R1",912
"CD40LG","IL15",740
"CD40LG","TP53",722
"CD40LG","TNFRSF1B",785
"CD40LG","IFNG",874
"CD40LG","TLR4",778
"FUBP1","FBP1",771
"FUBP1","TP53",704
"ACADM","ACSL1",793
"ACADM","CPT2",882
"ACADM","NFS1",698
"ACADM","CPT1A",725
"ACADM","RXRA",924
"ACADM","SUCLG2",796
"CTH","BCAT2",934
"CTH","MTHFR",893
"CTH","ANPEP",826
"CTH","BHMT2",906
"CTH","MAT1A",770
"CTH","CCBL1",956
"CTH","LDHC",818
"CTH","TXNRD1",942
"CTH","CDO1",925
"CTH","LDHAL6B",834
"CTH","MSRA",779
"CTH","GCLM",867
"CTH","MAT2A",708
"CTH","GOT1",957
"GSTA4","ADH7",731
"GSTA4","ADH1C",710
"GSTA4","MGST2",790
"GSTA4","GSTO1",905
"GSTA4","CAT",695
"GSTA4","ADH5",738
"GSTA4","CYP2A6",707
"GSTA4","GSTM1",908
"GSTA4","CYP2C9",699
"GSTA4","GSTM4",855
"GSTA4","ALDH3A1",751
"GSTA4","ADH1B",742
"GSTA4","CYP3A4",757
"GSTA4","ALDH3B2",723
"GSTA4","GPX2",822
"GSTA4","GSTM2",874
"GSTA4","GPX1",860
"GSTA4","GPX3",868
"GSTA4","GSTA5",676
"GSTA4","GSTA1",806
"GSTA4","ADH4",727
"GSTA4","GSTA2",957
"GSTA4","GPX6",818
"GSTA5","CYP2A6",708
"GSTA5","ADH5",695
"GSTA5","CYP2C9",689
"GSTA5","GSTM4",714
"GSTA5","GSTM1",704
"GSTA5","ADH1C",725
"GSTA5","MGST2",769
"GSTA5","GSTO1",803
"GSTA5","ADH7",714
"GSTA5","GSTA1",883
"GSTA5","GPX6",758
"GSTA5","ADH4",713
"GSTA5","GSTA2",978
"GSTA5","GPX2",813
"GSTA5","GSTM2",696
"GSTA5","GPX3",720
"GSTA5","GPX1",724
"GSTA5","ALDH3B2",693
"GSTA5","GSTA4",676
"GSTA5","ALDH3A1",714
"GSTA5","ADH1B",710
"GSTA5","CYP3A4",720
"CACNA1B","KCNA1",677
"CACNA1B","CACNB3",974
"CACNA1B","CACNB1",878
"CACNA1B","CACNA2D2",862
"CACNA1B","PRKCE",684
"CACNA1B","CACNA1F",799
"CACNA1B","CACNA1A",896
"CACNA1B","CACNB2",934
"CACNA1B","PRNP",805
"CACNA1B","CACNA1C",832
"CACNA1B","CACNB4",919
"CACNA1B","CACNA1D",833
"NDUFA1","NDUFA9",991
"NDUFA1","NDUFB8",997
"NDUFA1","NDUFS5",998
"NDUFA1","NDUFA8",998
"NDUFA1","NDUFA2",999
"NDUFA1","NDUFB2",998
"NDUFA1","NDUFS8",994
"NDUFA1","NDUFS4",996
"NDUFA1","NDUFB10",994
"NDUFA1","NDUFB3",999
"NDUFA1","NDUFB6",996
"NDUFA1","NDUFA12",998
"NDUFA1","NDUFA7",998
"NDUFA1","NDUFA11",994
"NDUFA1","NDUFV1",995
"NDUFA1","NDUFA10",994
"NDUFA1","NDUFB5",996
"NDUFA1","NDUFA13",996
"NDUFA1","NDUFB1",996
"RBP4","TTR",999
"RBP4","GC",793
"RBP4","APOA1",788
"RBP4","CRP",729
"RBP4","ALB",825
"CPT2","ACSL1",709
"CPT2","CHAT",726
"CPT2","CRAT",769
"CPT2","CPT1A",937
"CPT2","ACADM",882
"CPT2","HSD17B4",777
"CPT2","RXRA",913
"GRIN1","GRIA2",960
"GRIN1","HRAS",938
"GRIN1","GRIK3",768
"GRIN1","PPP1CC",865
"GRIN1","MAP2",695
"GRIN1","GRIN2C",967
"GRIN1","GRIK4",730
"GRIN1","GRM5",916
"GRIN1","SRC",917
"GRIN1","GRIA1",865
"GRIN1","DRD1",916
"GRIN1","GRIA3",845
"GRIN1","SRR",675
"GRIN1","GAD2",676
"HSP90AB1","TP53",892
"HSP90AB1","MDM2",730
"HSP90AB1","PPP5C",987
"HSP90AB1","ABL1",756
"HSP90AB1","GAPDH",853
"HSP90AB1","AR",949
"HSP90AB1","HSP90B1",853
"HSP90AB1","BRAF",762
"HSP90AB1","ALK",665
"HSP90AB1","NOS3",979
"HSP90AB1","ADRBK1",692
"HSP90AB1","CDK4",971
"HSP90AB1","S100A1",858
"HSP90AB1","CFTR",862
"HSP90AB1","PARK7",744
"HSP90AB1","PPIF",713
"HSP90AB1","PPIG",784
"HSP90AB1","HIF1A",936
"HSP90AB1","ESR2",858
"HSP90AB1","CALR",733
"HSP90AB1","CHEK1",782
"HSP90AB1","AURKB",758
"HSP90AB1","AKT1",983
"HSP90AB1","NR1I2",722
"HSP90AB1","ERBB2",931
"HSP90AB1","SRC",993
"HSP90AB1","PTGES3",998
"MAN1B1","MAN2A1",854
"SLC25A5","PPIF",961
"SLC25A5","VDAC2",960
"SLC25A5","PRKCE",829
"SLC25A5","VDAC3",917
"SLC25A5","CYCS",936
"SLC25A5","HTR1E",767
"PTPN1","IFNAR2",904
"PTPN1","PIK3R1",940
"PTPN1","PDGFRB",975
"PTPN1","PRKAR2A",702
"PTPN1","PDGFB",906
"PTPN1","ABL1",957
"PTPN1","CTNNB1",988
"PTPN1","GHR",723
"PTPN1","PTPN11",863
"PTPN1","MET",981
"PTPN1","ITGB3",943
"PTPN1","ITGA2B",916
"PTPN1","IFNAR1",942
"PTPN1","VWF",906
"PTPN1","IGF1",940
"PTPN1","FGA",908
"PTPN1","STAT5B",971
"PTPN1","RHOA",934
"PTPN1","LEPR",973
"PTPN1","IGF1R",998
"PTPN1","IFNG",914
"PTPN1","IFNB1",913
"PTPN1","FGB",908
"PTPN1","IRS1",988
"PTPN1","AKT1",975
"PTPN1","FGG",907
"PTPN1","SRC",997
"PTPN1","GLRX",666
"CYP4A11","CYP2A6",951
"CYP4A11","ALDH2",687
"CYP4A11","CYP2C9",951
"CYP4A11","PLA2G6",691
"CYP4A11","PPIG",664
"CYP4A11","PTGS1",907
"CYP4A11","ALDH1A1",909
"CYP4A11","CYP26A1",929
"CYP4A11","ALDH1B1",690
"CYP4A11","ALDH1A3",908
"CYP4A11","CYP3A4",945
"AGTR2","EDN1",948
"AGTR2","PTGER1",903
"AGTR2","PIK3R1",909
"AGTR2","CCR5",906
"AGTR2","CHRM1",902
"AGTR2","ADRA1B",912
"AGTR2","F2",907
"AGTR2","ACE2",879
"AGTR2","ADRB2",915
"AGTR2","AGTR1",831
"AGTR2","FPR1",900
"AGTR2","P2RY2",900
"AGTR2","ADRBK1",916
"AGTR2","CCL11",900
"AGTR2","ACE",916
"AGTR2","REN",893
"IL13RA2","IL15",697
"IL13RA2","CSF2",675
"IL13RA2","IFNG",753
"IL13RA2","IL13",999
"MAT1A","MAT2A",973
"MAT1A","SHMT1",663
"MAT1A","SMPD1",739
"MAT1A","GNMT",767
"MAT1A","CCBL1",917
"MAT1A","BHMT2",973
"MAT1A","CTH",770
"MAT1A","MTHFR",844
"CD40","CD40LG",999
"CD40","TNFRSF1B",678
"CD40","TLR4",840
"CD40","CD1A",714
"CD40","IFNG",804
"CD40","IL15",734
"CD40","PIK3R1",955
"CD40","CCR5",693
"CD40","CD4",988
"CD40","AKT1",956
"CD40","CSF2",848
"CD40","CXCL10",672
"CD40","TLR9",854
"CD40","NFKB2",689
"CD40","BTK",794
"CD40","CD44",715
"CD40","CD19",839
"CD40","FCGR3B",675
"CD40","FCGR2A",688
"CD40","CD86",952
"CD40","PIK3CB",914
"CD40","IL13",681
"CD40","TNFSF13B",934
"SFTPD","MUC1",769
"SFTPD","CD40LG",725
"SFTPD","TLR4",940
"SFTPD","CALR",956
"MMP9","NOS3",665
"MMP9","CD44",996
"MMP9","MMP3",918
"MMP9","IGF1",668
"MMP9","ERBB2",724
"MMP9","VCAM1",728
"MMP9","AKT1",815
"MMP9","SRC",970
"MMP9","APOE",677
"MMP9","LGALS3",729
"MMP9","CASP3",772
"MMP9","FOS",664
"MMP9","CTSK",857
"MMP9","TIMP3",987
"MMP9","LCN2",999
"MMP9","TP53",704
"MMP9","IFNG",661
"MMP9","LMAN1",707
"MMP9","GAPDH",768
"MMP9","TLR4",847
"MMP9","HIF1A",718
"MMP9","EDN1",927
"MMP9","CTSL",729
"MMP9","CTNNB1",763
"MMP9","MMP1",961
"MMP9","MPO",727
"MMP9","CRP",706
"MMP9","CALR",803
"MMP9","PLAU",738
"MMP9","PLAUR",790
"MMP9","ALB",773
"MMP9","CTRB1",902
"ABL1","TP53",990
"ABL1","MDM2",991
"ABL1","PDGFB",940
"ABL1","RAD51",999
"ABL1","CTNNB1",992
"ABL1","HRAS",696
"ABL1","PIK3R1",921
"ABL1","ABL2",948
"ABL1","CDK5",938
"ABL1","PDGFRB",952
"ABL1","CD19",700
"ABL1","HSP90AB1",756
"ABL1","STAT5B",965
"ABL1","HDAC1",934
"ABL1","PTPN1",957
"ABL1","RARA",702
"ABL1","GPX1",742
"ABL1","CDK4",922
"ABL1","BCL2L1",662
"ABL1","LCK",907
"ABL1","SEPSECS",700
"ABL1","CDK6",919
"ABL1","MUC1",781
"ABL1","ERBB2",762
"ABL1","SRC",970
"ABL1","RB1",986
"ASS1","AASS",661
"ASS1","FARS2",772
"ASS1","ASRGL1",902
"ASS1","GOT1",941
"ASS1","FTCD",866
"ASS1","ASL",999
"ASS1","NOS3",970
"ASS1","ARG2",866
"ASS1","ADSSL1",958
"ASS1","SLC25A13",822
"ASS1","AK1",761
"ASS1","OTC",999
"ASS1","NAGS",988
"ASS1","GAD2",822
"MPL","IL3",934
"MPL","CALR",985
"MPL","PIK3R1",904
"MPL","KIT",675
"MPL","CSF3R",727
"MPL","ITGA2B",816
"MPL","CSF2",772
"MPL","STAT5B",967
"VDAC2","NDUFS4",845
"VDAC2","NDUFA12",784
"VDAC2","BCL2L1",795
"VDAC2","PPIF",943
"VDAC2","PRKCE",856
"VDAC2","PIK3R1",667
"VDAC2","CYCS",967
"VDAC2","SLC25A5",960
"VDAC2","VDAC3",929
"VDAC2","IDE",900
"VDAC2","NDUFA9",684
"VDAC2","NDUFA2",775
"PLAU","MMP9",738
"PLAU","PDGFD",917
"PLAU","SERPINB2",994
"PLAU","KRT8",841
"PLAU","PLAUR",999
"PLAU","PDGFRB",922
"PLAU","MMP1",668
"PLAU","SERPINB5",689
"PLAU","ITGB3",930
"PLAU","FGB",948
"PLAU","FGG",940
"PLAU","FGA",943
"PLAU","SRC",951
"PLAU","F2",940
"GNMT","MAT1A",767
"GNMT","MAT2A",690
"GNMT","ALAS2",907
"GNMT","SHMT1",959
"GNMT","PIPOX",917
"GNMT","ATIC",695
"GNMT","AGXT",938
"GNMT","MTHFR",687
"GNMT","GAMT",696
"ADA","GMPS",894
"ADA","NIP7",808
"ADA","ADORA3",909
"ADA","DPP4",997
"ADA","ADORA2B",898
"ADA","NT5E",973
"ADA","HPRT1",667
"ADA","NT5M",914
"NDUFS5","NDUFA1",998
"NDUFS5","NDUFB3",999
"NDUFS5","NDUFB6",999
"NDUFS5","NDUFB10",999
"NDUFS5","NDUFV1",999
"NDUFS5","NDUFA7",999
"NDUFS5","NDUFA10",999
"NDUFS5","NDUFB5",999
"NDUFS5","NDUFA13",999
"NDUFS5","NDUFA9",999
"NDUFS5","NDUFA2",999
"NDUFS5","NDUFB8",999
"NDUFS5","NDUFA8",999
"NDUFS5","NDUFS8",999
"NDUFS5","NDUFS4",999
"NDUFS5","NDUFA12",999
"NDUFS5","SDHB",958
"NDUFS5","PARK7",945
"NDUFS5","NDUFA11",999
"NDUFS5","NDUFB1",994
"NDUFS5","NDUFB2",999
"LCN2","MMP3",934
"LCN2","ALB",709
"LCN2","MMP9",999
"LCN2","CRP",667
"LCN2","MMP1",949
"LCN2","IGFBP7",687
"GRIK3","KARS",704
"GRIK3","GRIA2",697
"GRIK3","GRIN2C",723
"GRIK3","GRIK4",729
"GRIK3","GRIN1",768
"CSF3R","IL15",682
"CSF3R","IFNG",670
"CSF3R","IL3",816
"CSF3R","CSF2",858
"CSF3R","PTPN11",746
"CSF3R","MPL",727
"CSF3R","SYK",841
"CSF3R","FPR1",687
"AK1","ME2",687
"AK1","TPK1",931
"AK1","ME1",685
"AK1","DCXR",800
"AK1","ASS1",761
"AK1","ORM1",715
"AK1","PDE4D",668
"AK1","PKLR",764
"AK1","NME1",731
"AK1","NT5E",713
"AK1","RRM1",917
"AK1","RRM2",904
"AK1","ME3",700
"YARS","EARS2",952
"YARS","FARS2",935
"YARS","KARS",985
"YARS","LARS2",981
"YARS","HARS",972
"YARS","YARS2",971
"YARS","LARS",986
"YARS","AARS",991
"YARS","IARS",981
"YARS","GARS",989
"PIM1","BIRC5",914
"PIM1","HIF1A",912
"PIM1","FOS",912
"PIM1","STAT5B",931
"PIM1","HRAS",919
"HDAC1","RB1",999
"HDAC1","NFKB2",749
"HDAC1","RARB",928
"HDAC1","SERPINB5",948
"HDAC1","RXRB",908
"HDAC1","RXRA",926
"HDAC1","HDAC9",949
"HDAC1","HIF1A",994
"HDAC1","GRIA2",915
"HDAC1","RARG",906
"HDAC1","HDAC3",937
"HDAC1","CDK4",965
"HDAC1","CDK6",953
"HDAC1","HIF1AN",758
"HDAC1","PTGDR",906
"HDAC1","STAT5B",942
"HDAC1","CPT1A",715
"HDAC1","ITGA2B",903
"HDAC1","RARA",948
"HDAC1","FOS",789
"HDAC1","CTNNB1",999
"HDAC1","ABL1",934
"HDAC1","TOP2A",797
"HDAC1","TP53",999
"HDAC1","MDM2",993
"HDAC1","PPP1CC",773
"HDAC1","PADI4",967
"HDAC1","AR",958
"HDAC1","CTBP1",999
"HDAC8","TP53",822
"SRC","CCL11",912
"SRC","ADRBK1",683
"SRC","FOS",936
"SRC","PTPN11",985
"SRC","WAS",993
"SRC","CD86",680
"SRC","MET",982
"SRC","PIK3CB",956
"SRC","PTPN1",997
"SRC","GRIN1",917
"SRC","ITGB3",999
"SRC","ITGA2B",870
"SRC","SYK",975
"SRC","PPP2CA",939
"SRC","NOS3",704
"SRC","VWF",773
"SRC","IGF1",976
"SRC","BTK",941
"SRC","CD44",985
"SRC","VCAM1",954
"SRC","HSP90AB1",993
"SRC","F2",945
"SRC","STAT5B",968
"SRC","MMP9",970
"SRC","CHRM1",916
"SRC","AR",999
"SRC","DAPP1",940
"SRC","PLAU",951
"SRC","PIK3R1",999
"SRC","PLAUR",964
"SRC","PTK2",994
"SRC","ALB",695
"SRC","SCARB1",932
"SRC","PDGFRB",991
"SRC","GDNF",939
"SRC","MDM2",865
"SRC","TP53",925
"SRC","FGFR3",929
"SRC","PDGFB",945
"SRC","LAMA5",908
"SRC","GAPDH",697
"SRC","FGFR2",947
"SRC","ABL1",970
"SRC","CTNNB1",999
"SRC","HRAS",996
"SRC","CACNA1C",730
"SRC","CASP3",689
"SRC","PIK3CD",928
"SRC","S100B",853
"SRC","FLT4",935
"SRC","P2RY2",902
"SRC","LAMA1",903
"SRC","SDC2",926
"SRC","PRKCA",948
"SRC","FCGR2A",943
"SRC","KIT",787
"SRC","IRS1",994
"SRC","ADRB2",989
"SRC","MUC1",995
"SRC","PRLR",709
"SRC","LAMC1",915
"SRC","CDH5",951
"SRC","ITK",932
"SRC","VDR",871
"SRC","PEBP1",927
"SRC","CD4",895
"SRC","AKT1",985
"SRC","ERBB2",985
"SRC","NR1I2",789
"SRC","RB1",770
"SRC","F2R",752
"SRC","ITGB7",910
"SRC","ESR2",995
"SRC","RHOA",993
"SRC","LCK",906
"SRC","GRIN2C",919
"SRC","SNCA",944
"SRC","PTGER4",746
"SRC","CDK6",928
"SRC","DPP4",667
"SRC","ADRB3",871
"SRC","TNK2",863
"SRC","ADAM9",681
"SRC","PRKCE",953
"SRC","CFTR",826
"SRC","CDK4",935
"SRC","HDAC3",666
"SRC","MAP2K1",955
"SRC","IGF1R",959
"SRC","BCL2L1",715
"SRC","TLR4",839
"SRC","HIF1A",896
"SRC","EDN1",953
"NR5A1","HSD17B3",665
"NR5A1","CYP11B1",736
"NR5A1","NR0B1",999
"NR5A1","CTBP1",729
"NR5A1","CTNNB1",991
"NR5A1","CYP17A1",797
"NDUFA8","NDUFA7",999
"NDUFA8","NDUFA11",999
"NDUFA8","NDUFV1",999
"NDUFA8","PARK7",956
"NDUFA8","PDHB",748
"NDUFA8","NDUFA10",999
"NDUFA8","NDUFA13",999
"NDUFA8","NDUFB5",999
"NDUFA8","NDUFB1",998
"NDUFA8","NDUFA1",998
"NDUFA8","NDUFS4",999
"NDUFA8","NDUFB10",999
"NDUFA8","SDHB",991
"NDUFA8","NDUFB3",999
"NDUFA8","NDUFB6",999
"NDUFA8","SDHD",919
"NDUFA8","NDUFA12",999
"NDUFA8","SNCA",713
"NDUFA8","NDUFB2",996
"NDUFA8","NDUFS8",999
"NDUFA8","NDUFA9",999
"NDUFA8","NDUFB8",999
"NDUFA8","NDUFS5",999
"NDUFA8","NDUFA2",999
"NDUFA8","CYCS",687
"TLR4","BTK",866
"TLR4","CD44",989
"TLR4","XDH",679
"TLR4","APOE",756
"TLR4","VCAM1",698
"TLR4","CSF2",765
"TLR4","PTPN11",939
"TLR4","CD86",819
"TLR4","PIK3CB",851
"TLR4","SYK",994
"TLR4","HMGB1",999
"TLR4","ITGB3",727
"TLR4","TLR8",717
"TLR4","GAPDH",732
"TLR4","MMP9",847
"TLR4","CRP",694
"TLR4","CD33",672
"TLR4","ALB",794
"TLR4","PIK3R1",848
"TLR4","CCR2",734
"TLR4","HSP90B1",900
"TLR4","SFTPD",940
"TLR4","SRC",839
"TLR4","LGALS3",985
"TLR4","CD4",940
"TLR4","AKT1",742
"TLR4","CXCL10",961
"TLR4","FGG",723
"TLR4","TLR9",884
"TLR4","IL13",709
"TLR4","TNFSF13B",677
"TLR4","CASP3",690
"TLR4","PIK3CD",867
"TLR4","FCGR2A",720
"TLR4","IFNB1",948
"TLR4","S100A1",780
"TLR4","CD40LG",778
"TLR4","MPO",716
"TLR4","IFNG",798
"TLR4","PRDX5",693
"TLR4","CALR",752
"TLR4","CCR5",758
"TLR4","SNCA",840
"TLR4","CD40",840
"TLR4","RHOA",943
"NFS1","LIAS",809
"NFS1","SDHB",679
"NFS1","FECH",697
"NFS1","ACADM",698
"NFS1","SUOX",694
"IL2RG","CSF2",776
"IL2RG","AKT1",932
"IL2RG","CD4",764
"IL2RG","STAT5B",971
"IL2RG","IRS1",907
"IL2RG","IFNB1",693
"IL2RG","ITGA2B",912
"IL2RG","SYK",934
"IL2RG","IL13",837
"IL2RG","SMPD1",902
"IL2RG","CD3E",958
